id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,outputFormat
http://www.jstor.org/stable/jj.4688142,The Australian Embassy in Tokyo and Australia–Japan Relations,,2023,,book,book,jstor,,2023-01-01,,,http://www.jstor.org/stable/jj.4688142,KATE DARIAN-SMITH; DAVID LOWE,ANU Press,eng,,,Australia,australian; embassy; australia japan; australian embassy; darian smith; japan relations; kate darian; japanese; ambassador; canberra,101252,,unigrams; bigrams; trigrams; fullText
https://chroniclingamerica.loc.gov/lccn/sn82014085/1943-06-22/ed-1,"The Waterbury Democrat. [volume] : (Waterbury, Conn.) 1917-1946, issue 1943-06-22","The Waterbury Democrat. [volume] : (Waterbury, Conn.) 1917-1946",1943,,newspaper,,loc-chronam,,1943-06-22,,,https://chroniclingamerica.loc.gov/lccn/sn82014085/1943-06-22/ed-1/,,Waterbury Democrat,eng,1,14,"Waterbury, Conn.",ver veer; nea telephoto; joseph; drownings; allied; waterbury; funeral; communique; bombers; planes,61164,14,unigrams; bigrams; trigrams
ark://27927/phz95652knk,"Reshaping Communication: Technology, Information and Social Change",SAGE KNOWLEDGE,2001,10.4135/9781446222164,book,,portico,,2001-01-01,,,http://doi.org/10.4135/9781446222164,Paschal Preston,SAGE Publications,eng,,,,new ict; reshaping communications; social; communication; economic; cultural; technology; reshaping communicat; ion superhighways; digital,138216,315,unigram; bigram; trigram
http://www.jstor.org/stable/1145834,Industrials: American Business Theatre in the '80s,The Drama Review: TDR,1987,,article,research-article,jstor,,1987-12-01,4,31,http://www.jstor.org/stable/1145834,John Bell,The MIT Press,eng,36,57,,industrials; theatre; business theatre; industrial theatre; contempo communications; morton productions; jack morton; productions; photo courtesy; audience,9437,22,unigrams; bigrams; trigrams
ark://27927/pbf35gnpg,Law and the State,Elgar E-Books,2005,10.4337/9781845426798,book,,portico,,2005-07-27,,,http://doi.org/10.4337/9781845426798,Alain  Marciano; Jean-Michel  Josselin,Edward Elgar Publishing,eng,,,,alain marciano; democracy; josselin; political; michel josselin; elkin koren; public; public choice; schumpeter; judicial,171590,424,unigram; bigram; trigram
https://chroniclingamerica.loc.gov/lccn/sn82007637/1944-06-09/ed-1,"Toledo union journal. [volume] : (Toledo, Ohio) 1942-current, issue 1944-06-09","Toledo union journal. [volume] : (Toledo, Ohio) 1942-current",1944,,newspaper,,loc-chronam,,1944-06-09,,,https://chroniclingamerica.loc.gov/lccn/sn82007637/1944-06-09/ed-1/,,U.A.W.-C.I.O. Local no. 12,eng,1,6,"Toledo, Ohio",workers; reuther; committee; hour wlb; toledo; reilly; tooling pools; workers cio; conveyor; bracket racket,24793,6,unigrams; bigrams; trigrams
ark://27927/pjchhs08w9,Notes,Ariosto in the Machine Age,2023,,chapter,,portico,,2023-01-01,,,,"Giammei, Alessandro",University of Toronto Press,eng,,,,ariosto; chirico; furioso; alberto savinio; orlando furioso; giorgio; ferrara; ludovico ariosto; altri romanzi; opere scelte,30261,52,unigram; bigram; trigram
ark://27927/pjb8qs77jb,Spaces of Social Recomposition: Resisting Meaningful Work in Social Cooperatives in Italy,Antipode,2021,10.1111/anti.12752,article,article,portico,,2021-11-01,6,53,http://doi.org/10.1111/anti.12752,Valentina Castellini,"John Wiley & Sons, Inc.",eng,1661,1681,,social economy; antipode; workers; labour; social cooperatives; cooperatives; antipode foundation; social recomposition; recomposition; feminist,10600,21,unigram; bigram; trigram
ark://27927/pbf3p10v9b,Containing the Rock Gesture,Refried Elvis,1999,10.1525/j.ctt1ppwsw.7,chapter,,portico,,1999-06-05,,,https://doi.org/10.1525/j.ctt1ppwsw.7,ERIC ZOLOV,University of California Press,eng,62,92,,los locos; rock gesture; refried elvis; elvis presley; mexican; teen tops; locos del ritmo; spanish; recording; los teen,12951,31,unigram; bigram; trigram
http://www.jstor.org/stable/30099821,How Egypt Solves Its Language Problems,Studies: An Irish Quarterly Review,1949,,article,research-article,jstor,,1949-09-01,151,38,http://www.jstor.org/stable/30099821,A. B. O'Shea,Irish Province of the Society of Jesus,eng,318,324,,arabic; french; language; classical arabic; schools; egyptian; literary arabic; english; egypt solves; greeks,3385,7,unigrams; bigrams; trigrams
http://www.jstor.org/stable/20071262,Vietnamese Cinema: First Views,Journal of Southeast Asian Studies,1991,,article,research-article,jstor,,1991-03-01,1,22,http://www.jstor.org/stable/20071262,John Charlot,Cambridge University Press,eng,33,62,,vietnamese; vietnamese cinema; dang nhat; vietnam; nhat minh; vietnam cinema; vietnamese films; dang nhat minh; documentaries; hai ninh,18749,30,unigrams; bigrams; trigrams
http://www.jstor.org/stable/community.28046821,Women Artists News,,1981,,newspaper,,reveal,Feminist; Independent Voices,1981-06-01,2,7,http://www.jstor.org/stable/community.28046821,Anita Steckel; Joyce Malerba Goldstein; CL; Cindy Lyle; Cecile Starr; Alida Walsh; Lynn Casser; Alida Walsh; Alida Walsh; Alida Walsh; Nancy Cusick; Nancy Cusick; John Arthur Shanks; Mimi Smith; Diana Morris; Diana Morris; Sylvia Moore; Ruth Gray; Maureen Mullarkey; Sabra Moore,Women Artists News,,,,"New York, NY",women artists; artists news; germaine dulac; guy blache; women filmmakers; film history; filmmaker; women artists news; alida walsh; cecile starr,24765,32,unigrams; bigrams; trigrams; fullText
ark://27927/pgj114shqcg,Femininity As a City Marketing Strategy: Gender Bending Rotterdam,Urban Studies,2012,10.1177/0042098010396240,article,research-article,portico,,2012-01-01,1,49,http://doi.org/10.1177/0042098010396240,Marguerite van den Berg,SAGE Publications,eng,153,168,,rotterdam; mythology; gentrification; masculine; feminine; gender; harbour; marguerite van; city marketing; rotterdam dares,11254,16,unigram; bigram; trigram
ark://27927/pbd882rgwz,"4. Appropriation, Homage, and Pastiche: Using Artistic Tradition to Reconsider and Redefine Plagiarism",Who Owns This Text?,2009,,chapter,,portico,,2009-01-01,,,,Joan A. Mullin,Utah State University Press,eng,105,128,,students; plagiarism; appropriation homage; artist; faculty; interviewed; ownership; images; homage and pastiche; pastiche,8225,24,unigram; bigram; trigram
ark://27927/pgk3wd7f029,‘Men own television’: why women leave media work,"Media, Culture & Society",2014,10.1177/0163443714544868,article,,portico,,2014-11-01,8,36,http://doi.org/10.1177/0163443714544868,Anne O’Brien,SAGE Publications,eng,1207,1218,,respondent; broadcaster; media work; networks; gendered; media production; producer; industry; media culture; freelance,5271,12,unigram; bigram; trigram
ark://27927/phwzp61fvc,12. Passport to Hell,The Damned Don&#39;t Cry—They Just Disappear,2017,,chapter,,portico,,2017-01-01,,,,Harlan Greene,University of South Carolina Press,eng,103,109,,hervey; lester brack; harry hervey; hildreth; myron selznick; carleton hildreth; thi linh; hays office; hollywood; ethan quest,2637,7,unigram; bigram; trigram
https://chroniclingamerica.loc.gov/lccn/sn83045462/1952-09-08/ed-1,"Evening star. [volume] : (Washington, D.C.) 1854-1972, issue 1952-09-08","Evening star. [volume] : (Washington, D.C.) 1854-1972",1952,,newspaper,,loc-chronam,,1952-09-08,,,https://chroniclingamerica.loc.gov/lccn/sn83045462/1952-09-08/ed-1/,,W.D. Wallach & Hope,eng,1,41,"Washington, D.C.",senator taft; eisenhower; mickey; steward; president; sergt allison; rooney inc; caudle; senator mccarthy; church,175428,41,unigrams; bigrams; trigrams
ark://27927/pjbbbxm0p8j,Social Class and Work: A Review and Organizing Framework,Journal of Management,2023,10.1177/01492063221076822,article,review-article,portico,,2023-01-01,1,49,http://doi.org/10.1177/01492063221076822,Jennifer J. Kish-Gephart; Kristie J. N. Moergen; Jacqueline D. Tilton; Barbara Gray,SAGE Publications,eng,509,565,,social; kish gephart; paradigmatic; paradigmatic approach; interpretivist; occupational; scholarship; research; lower social; collar,42539,57,unigram; bigram; trigram
ark://27927/pbd188bpv6b,10. Changing Direction,"Dudley Murphy, Hollywood Wild Card",2006,,chapter,,portico,,2006-01-01,,,,Susan B Delson,University of Minnesota Press,eng,167,186,,murphy; hollywood; holiday house; changing direction; artistas asociados; mexican; yolanda; ballet mécanique; mexico; malibu,8418,20,unigram; bigram; trigram
ark://27927/pgg1f9m4nh3,Political Thought in the Age of Revolution 1776–1848: Burke to Marx – By Michael Levin,Political Studies Review,2012,10.1111/j.1478-9302.2012.00261_10.x,article,,portico,,2012-05-01,2,10,http://doi.org/10.1111/j.1478-9302.2012.00261_10.x,Evangelia Sembou,"John Wiley & Sons, Inc.",eng,243,244,,political; political studies; studies review; political studies review; hobbes; global poverty; legal empowerment; liberalism; political philosophy; sovereignty,54109,75,unigram; bigram; trigram
https://chroniclingamerica.loc.gov/lccn/sn84024326/1922-12-21/ed-1,"The Omaha morning bee. [volume] : (Omaha [Neb.]) 1922-1927, issue 1922-12-21",The Omaha morning bee. [volume] : (Omaha [Neb.]) 1922-1927,1922,,newspaper,,loc-chronam,,1922-12-21,,,https://chroniclingamerica.loc.gov/lccn/sn84024326/1922-12-21/ed-1/,,Bee Pub. Co.,eng,1,14,Omaha [Neb.],mer rouge; christmas; main floor; floor west; morehouse parish; daniels; bandits; scrap baskets; special; princess anastasia,59894,14,unigrams; bigrams; trigrams
ark://27927/phw95hr2wg,Who’s Trending in 1910s American Cinema?: Exploring ECHO and MHDL at Scale with Arclight,The Moving Image,2016,,article,article,portico,,2016-12-07,1,16,,Eric Hoyt; Kit Hughes; Tony Tran; Derek Long; Kevin Ponto,Project MUSE,eng,57,81,,trending; entities; credits; lauritzen; picture world; top fifteen; corpus; cinematographers; entity lists; catalog,8424,25,unigram; bigram; trigram
ark://27927/phzfj7tsb49,Terrorist Attacks on Jewish Buenos Aires and the Mysterious Death of Alberto Nisman	,Argentina Noir,2019,,chapter,,portico,,2019-01-01,,,,<![CDATA[Cynthia Schmidt-Cruz]]>,State University of New York Press,eng,,,,buenos; cristina; jewish buenos; beirut; argentine; israeli embassy; femme fatale; asalto; santiago branca; thriller,15503,36,unigram; bigram; trigram
ark://27927/phw93zx67f,Cyborgs in Mutation: osseus labyrint's Alien Body Art,TDR: The Drama Review,2001,,article,,portico,,2001-05-01,2,45,,Meiling. Cheng,Project MUSE,eng,145,168,,osseus; osseus labyrint; steger; osseus labyrint’s; sim and steger; meiling cheng; macbeth; performance; mutation; habitat,11026,24,unigram; bigram; trigram
http://www.jstor.org/stable/10.5749/movingimage.17.2.00xi,Guest Editors' Foreword: Digital Humanities and/in Film Archives,The Moving Image: The Journal of the Association of Moving Image Archivists,2017,,article,research-article,jstor,,2017-10-01,2,17,http://www.jstor.org/stable/10.5749/movingimage.17.2.00xi,Dimitrios Latsis; Grazia Ingravalle,University of Minnesota Press,en,xi,xv,,digital humanities; moving image; archival; archivists; charles tepperman; audiovisual archival; digital tools; film studies; cinema; video annotation,1839,5,unigrams; bigrams; trigrams
ark://27927/pjcp9nvw6n,Creative Pedagogy as a Practice of Resistance: Rhizo-textual analysis of Artist Educators’ Practices within Differing European Curriculum Policy Contexts.,Journal for Research in Arts and Sports Education,2023,10.23865/jased.v7.5286,article,null,portico,,2023-12-22,3,7,http://doi.org/10.23865/jased.v7.5286, Jóna Guðrún Jónsdóttir; Lisa Stephenson;  Konstantina Karameri;  Katie Lee Dunbar;  Rannveig Björk Thorkelsdóttir,Nordic Open Access Scholarly Publishing,eng,59,77,,creative; education; policy; creative arts; artist educators; pedagogy; rhizo textual; curriculum; creative pedagogy; stephenson,10516,19,unigram; bigram; trigram
ark://27927/pjbfns6pc9h,4. Shot through with Crime: Bombay after Mumbai,Criminal Cities,2023,,chapter,,portico,,2023-01-01,,,,"Slavin, Molly",University of Virginia Press,eng,,,,bombay; shiv sena; nishta; sacred games; mumbai; criminal cities; british; kavita; legacies; postcolonial,13287,26,unigram; bigram; trigram
ark://27927/pjbjrv72gh4,13. Every Woman Should Fight to Accomplish Her End,Jack London&#39;s Women,2013,,chapter,,portico,,2013-01-01,,,,"Stasz, Clarice",University of Massachusetts Press,eng,,,,charmian; jack london; shurtleff; garbutt; south seas; hawaii; stories; biography; charmian and eliza; wolf larsen,10747,19,unigram; bigram; trigram
ark://27927/pjc40rgjvzg,Issue Matter,Journal of Consumer Marketing,2024,,article,null,portico,,2024-11-18,7,41,,,Emerald Group Publishing,eng,,,,unimanual; bimanual; motor actions; unimanual motor; message; typing; handwriting; bimanual motor; behavior intention; persuasion,108948,116,unigram; bigram; trigram
ark://27927/pgh12t2n93q,The Complete Codex Zouche‐Nuttall: Mixtec Lineage Histories and Political Biographies by Robert Lloyd Williams.,American Anthropologist,2014,10.1111/aman.12136_29,article,,portico,,2014-09-01,3,116,http://doi.org/10.1111/aman.12136_29,Maarten E. R. G. N. Jansen,"John Wiley & Sons, Inc.",eng,704,705,,jazz cosmopolitanism; ethnography; tibetan; ethnographic; condry; tibetan buddhist; multilingualism; kockelman; american anthropologist; conquergood,26665,34,unigram; bigram; trigram
ark://27927/phzjrbxk8sr,"The Visual Re-creation of Black People in a ""White"" Country: Oscar Micheaux and Swedish Film Culture in the 1920s",JCMS: Journal of Cinema and Media Studies,2008,10.1353/cj.0.0022,article,,portico,,2008-08-14,4,47,http://doi.org/10.1353/cj.0.0022,Tommy. Gustafsson,Project MUSE,eng,30,49,,swedish; black people; swedish film; censorship; micheaux; swedish board; cinema; documentaries; unconquered; sweden,9158,20,unigram; bigram; trigram
https://chroniclingamerica.loc.gov/lccn/sn83045462/1958-10-21/ed-1,"Evening star. [volume] : (Washington, D.C.) 1854-1972, issue 1958-10-21","Evening star. [volume] : (Washington, D.C.) 1854-1972",1958,,newspaper,,loc-chronam,,1958-10-21,,,https://chroniclingamerica.loc.gov/lccn/sn83045462/1958-10-21/ed-1/,,W.D. Wallach & Hope,eng,1,44,"Washington, D.C.",algeria; senator smathers; president; dulles; formosa; democrats; formosa strait; eisenhower; kaylor; butler,171833,44,unigrams; bigrams; trigrams
http://www.jstor.org/stable/44018729,A Moved Feast: French Filmmakers in America,Film Criticism,1983,,article,research-article,jstor,,1983-01-01,2,7,http://www.jstor.org/stable/44018729,Marc Mancini,Allegheny College,eng,45,52,,costa gavras; french; truffaut; hollywood; american; french directors; studio; agnès varda; cinema; executives,3442,8,unigrams; bigrams; trigrams
ark://27927/phx5wtw7ffr,The Theme of Spiritual Pollution in Chinese Films of the 1930s,Modern China,1991,10.1177/009770049101700102,article,,portico,,1991-01-01,1,17,http://doi.org/10.1177/009770049101700102,Paul G. Pickowicz,SAGE Publications,eng,38,75,,spiritual pollution; blossom weeps; weeps tears; peach blossom; peach blossom weeps; blossom weeps tears; filial piety; chinese; bourgeois; bourgeois culture,13234,38,unigram; bigram; trigram
ark://27927/phx18n68gtk,"5. Love, Labor, and Leadership: The Maciste Series and Modernity, 19191922",The Maciste Films of Italian Silent Cinema,2015,,chapter,,portico,,2015-01-01,,,,Jacqueline Reich,Indiana University Press,eng,149,186,,maciste; maciste films; maciste innamorato; maria laetitia; silent cinema; italian silent; trilogia; italian silent cinema; love labor; maciste contro,13560,38,unigram; bigram; trigram
ark://27927/pfksg0sts,untitled,Journal of British Cinema & TV,2004,10.3366/JBCTV.2004.1.2.321,article,review-article,portico,,2004-11-01,2,1,http://doi.org/10.3366/JBCTV.2004.1.2.321,Sheldon Hall,Edinburgh University Press,eng,321,324,,chibnall; lee thompson; lee thompson’s; british cinema; michael ripper; cape fear; minelli minnelli; boulting; hammer films; unashamedly auteurist,2133,4,unigram; bigram; trigram
http://www.jstor.org/stable/10.7249/mg742mpa,"Film Piracy, Organized Crime, and Terrorism",,2009,,book,book,jstor,,2009-01-01,,,http://www.jstor.org/stable/10.7249/mg742mpa,Gregory F. Treverton; Carl Matthies; Karla J. Cunningham; Jeremiah Goulka; Greg Ridgeway; Anny Wong,RAND Corporation,eng,,,"Santa Monica, CA",piracy; organized crime; film piracy; terrorism; counterfeiting; northern ireland; piracy organized; barakat; fbis document; foreign broadcast,119218,,unigrams; bigrams; trigrams; fullText
ark://27927/pjbcpm2s6sx,Issue Matter,Journal of Entrepreneurship in Emerging Economies,2023,,article,null,portico,,2023-02-28,2,15,,,Emerald Group Publishing,eng,,,,continuous improvement; resilience; smes resilience; organizational resilience; capability; herbane; delphi; proactive; resilience capability; entrepreneurial,157392,252,unigram; bigram; trigram
ark://27927/pjbpn6w4msg,References,The Interloper,2024,,chapter,,portico,,2024-01-01,,,,"Anteby, Michel",Princeton University Press,eng,,,,university; prince; chicago; sociology; ton university; ghostwriting; prince ton university; kristen schilt; administrative science; science quarterly,7969,14,unigram; bigram; trigram
ark://27927/pjb37dhwpk,Ukrainian Hamlet,Courage and Fear,2020,,chapter,,portico,,2020-01-14,,,,OLA HNATIUK,Academic Studies Press,eng,301,397,,ukrainian; vilna ukraina; soviet; polish; hamlet; ostap ortwin; writers; czerwony sztandar; shakespeare hamlet; rudnyts kyi,37688,98,unigram; bigram; trigram
http://www.jstor.org/stable/4137189,"""If You Can't Protect What You Own, You Don't Own Anything"": Piracy, Privacy, and Public Relations in 21st Century Hollywood",Cinema Journal,2007,,article,research-article,jstor,,2007-12-01,2,46,http://www.jstor.org/stable/4137189,Jon Lewis,University of Texas Press,eng,145,152,,valenti; piracy; internet; intellectual property; cinema; movies; silberberg knupp; studios; hollywood; dvd piracy,3402,8,unigrams; bigrams; trigrams
